0.00.938.819 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.939.137 W srv  llama_server: -----------------
0.00.939.139 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.939.139 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.939.139 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.939.140 W srv  llama_server: -----------------
0.00.940.506 I srv    load_model: loading model '/home/REDACTED/Bonsai-demo/models/bonsai2-gguf/27B/Ternary-Bonsai-2-27B-PQ2_0.gguf'
0.08.368.481 I cmn          init: llama threadpool init, n_threads = 20
0.09.282.420 I srv    load_model: initializing, n_slots = 12, n_ctx_slot = 1024, kv_unified = 'false'
0.09.286.239 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.09.286.284 I srv  llama_server: model loaded
0.09.286.288 I srv  llama_server: listening on http://127.0.0.1:8095
1.54.965.156 I slot get_availabl: id 11 | task -1 | selected slot by LRU, t_last = -1
29.40.310.885 I slot launch_slot_: id  7 | task 9474 | processing task, is_child = 0
29.40.785.110 I slot print_timing: id  3 | task 9348 | n_gen =    120, tg =   7.35 t/s, tg_3s =   6.05 t/s
29.40.785.547 I slot print_timing: id  5 | task 9276 | n_gen =    190, tg =   7.47 t/s, tg_3s =   5.94 t/s
29.41.198.806 I slot print_timing: id  1 | task 9231 | n_gen =    234, tg =   7.38 t/s, tg_3s =   5.31 t/s
29.41.345.690 I slot print_timing: id  9 | task 9235 | n_gen =    232, tg =   7.46 t/s, tg_3s =   5.14 t/s
29.41.575.368 I slot print_timing: id 10 | task 9211 | prompt eval time =     539.25 ms /    35 tokens (   15.41 ms per token,    64.91 tokens per second)
29.41.575.371 I slot print_timing: id 10 | task 9211 |        eval time =   34540.52 ms /   256 tokens (  135.45 ms per token,     7.38 tokens per second)
29.41.575.372 I slot print_timing: id 10 | task 9211 |       total time =   35079.76 ms /   291 tokens
29.41.575.373 I slot print_timing: id 10 | task 9211 |    graphs reused =       7807
29.41.575.412 I slot      release: id 10 | task 9211 | stop processing: n_tokens = 290, truncated = 0
29.41.722.932 I slot print_timing: id 11 | task 9374 | n_gen =    100, tg =   7.15 t/s, tg_3s =   7.22 t/s
29.41.722.944 I slot get_availabl: id 10 | task -1 | selected slot by LRU, t_last = 45035961149
29.41.722.989 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.320 MiB)
29.41.797.406 I slot launch_slot_: id 10 | task 9481 | processing task, is_child = 0
29.43.192.479 I slot print_timing: id  8 | task 9295 | n_gen =    186, tg =   7.32 t/s, tg_3s =   4.92 t/s
29.43.469.533 I slot print_timing: id  6 | task 9386 | n_gen =    100, tg =   7.13 t/s, tg_3s =   7.20 t/s
29.43.795.194 I slot print_timing: id  3 | task 9348 | n_gen =    139, tg =   7.19 t/s, tg_3s =   6.31 t/s
29.43.795.600 I slot print_timing: id  5 | task 9276 | n_gen =    209, tg =   7.35 t/s, tg_3s =   6.31 t/s
29.44.281.239 I slot print_timing: id  1 | task 9231 | prompt eval time =     490.98 ms /    25 tokens (   19.64 ms per token,    50.92 tokens per second)
29.44.281.243 I slot print_timing: id  1 | task 9231 |        eval time =   34655.65 ms /   256 tokens (  135.90 ms per token,     7.36 tokens per second)
29.44.281.243 I slot print_timing: id  1 | task 9231 |       total time =   35146.63 ms /   281 tokens
29.44.281.245 I slot print_timing: id  1 | task 9231 |    graphs reused =       7822
29.44.281.283 I slot      release: id  1 | task 9231 | stop processing: n_tokens = 280, truncated = 0
29.44.283.418 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.143 (> 0.100 thold), f_keep = 0.011
29.44.283.462 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.508 MiB)
29.44.363.609 I slot launch_slot_: id  1 | task 9500 | processing task, is_child = 0
29.44.626.418 I slot print_timing: id  9 | task 9235 | n_gen =    254, tg =   7.39 t/s, tg_3s =   6.71 t/s
29.44.868.229 I slot print_timing: id 11 | task 9374 | n_gen =    120, tg =   7.01 t/s, tg_3s =   6.36 t/s
29.44.986.182 I slot print_timing: id  9 | task 9235 | prompt eval time =     487.50 ms /    21 tokens (   23.21 ms per token,    43.08 tokens per second)
29.44.986.186 I slot print_timing: id  9 | task 9235 |        eval time =   34605.59 ms /   256 tokens (  135.71 ms per token,     7.37 tokens per second)
29.44.986.187 I slot print_timing: id  9 | task 9235 |       total time =   35093.09 ms /   277 tokens
29.44.986.188 I slot print_timing: id  9 | task 9235 |    graphs reused =       7822
29.44.986.216 I slot      release: id  9 | task 9235 | stop processing: n_tokens = 276, truncated = 0
29.45.152.348 I slot get_availabl: id  9 | task -1 | selected slot by LCP similarity, f_sim_best = 0.143 (> 0.100 thold), f_keep = 0.011
29.45.152.395 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 313.194 MiB)
29.45.229.315 I slot launch_slot_: id  9 | task 9505 | processing task, is_child = 0
29.46.307.022 I slot print_timing: id  8 | task 9295 | n_gen =    206, tg =   7.22 t/s, tg_3s =   6.42 t/s
29.46.591.916 I slot print_timing: id  6 | task 9386 | n_gen =    120, tg =   7.00 t/s, tg_3s =   6.41 t/s
29.46.809.764 I slot print_timing: id  3 | task 9348 | n_gen =    158, tg =   7.07 t/s, tg_3s =   6.30 t/s
29.46.810.155 I slot print_timing: id  5 | task 9276 | n_gen =    228, tg =   7.25 t/s, tg_3s =   6.30 t/s
29.47.896.179 I slot print_timing: id 11 | task 9374 | n_gen =    142, tg =   7.04 t/s, tg_3s =   7.27 t/s
29.49.312.625 I slot print_timing: id  8 | task 9295 | n_gen =    231, tg =   7.33 t/s, tg_3s =   8.32 t/s
29.49.642.688 I slot print_timing: id  6 | task 9386 | n_gen =    146, tg =   7.23 t/s, tg_3s =   8.52 t/s
29.49.859.140 I slot print_timing: id  3 | task 9348 | n_gen =    184, tg =   7.24 t/s, tg_3s =   8.53 t/s
29.49.859.563 I slot print_timing: id  5 | task 9276 | n_gen =    254, tg =   7.36 t/s, tg_3s =   8.53 t/s
29.50.074.915 I slot print_timing: id  5 | task 9276 | prompt eval time =     502.48 ms /    34 tokens (   14.78 ms per token,    67.66 tokens per second)
29.50.074.919 I slot print_timing: id  5 | task 9276 |        eval time =   34582.69 ms /   256 tokens (  135.62 ms per token,     7.37 tokens per second)
29.50.074.919 I slot print_timing: id  5 | task 9276 |       total time =   35085.17 ms /   290 tokens
29.50.074.920 I slot print_timing: id  5 | task 9276 |    graphs reused =       7857
29.50.074.956 I slot      release: id  5 | task 9276 | stop processing: n_tokens = 289, truncated = 0
29.50.216.674 I slot get_availabl: id  5 | task -1 | selected slot by LCP similarity, f_sim_best = 0.158 (> 0.100 thold), f_keep = 0.010
29.50.216.721 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 318.258 MiB)
29.50.296.197 I slot launch_slot_: id  5 | task 9546 | processing task, is_child = 0
29.50.848.852 I slot print_timing: id  4 | task 9440 | n_gen =    100, tg =   6.79 t/s, tg_3s =   6.86 t/s
29.50.962.735 I slot print_timing: id 11 | task 9374 | n_gen =    165, tg =   7.11 t/s, tg_3s =   7.50 t/s
29.52.376.530 I slot print_timing: id  8 | task 9295 | n_gen =    254, tg =   7.34 t/s, tg_3s =   7.51 t/s
29.52.608.407 I slot print_timing: id  8 | task 9295 | prompt eval time =     489.08 ms /    28 tokens (   17.47 ms per token,    57.25 tokens per second)
29.52.608.411 I slot print_timing: id  8 | task 9295 |        eval time =   34687.14 ms /   256 tokens (  136.03 ms per token,     7.35 tokens per second)
29.52.608.411 I slot print_timing: id  8 | task 9295 |       total time =   35176.22 ms /   284 tokens
29.52.608.412 I slot print_timing: id  8 | task 9295 |    graphs reused =       7871
29.52.608.450 I slot      release: id  8 | task 9295 | stop processing: n_tokens = 283, truncated = 0
29.52.751.847 I slot print_timing: id  6 | task 9386 | n_gen =    169, tg =   7.25 t/s, tg_3s =   7.40 t/s
29.52.752.704 I slot get_availabl: id  8 | task -1 | selected slot by LRU, t_last = 45046994187
29.52.752.750 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.320 MiB)
29.52.829.828 I slot launch_slot_: id  8 | task 9565 | processing task, is_child = 0
29.53.112.094 I slot print_timing: id  3 | task 9348 | n_gen =    206, tg =   7.19 t/s, tg_3s =   6.76 t/s
29.53.620.019 I slot print_timing: id  0 | task 9461 | n_gen =    100, tg =   6.75 t/s, tg_3s =   6.82 t/s
29.53.893.164 I slot print_timing: id  4 | task 9440 | n_gen =    122, tg =   6.87 t/s, tg_3s =   7.23 t/s
29.54.007.742 I slot print_timing: id 11 | task 9374 | n_gen =    187, tg =   7.12 t/s, tg_3s =   7.22 t/s
29.54.994.682 I slot print_timing: id  2 | task 9473 | n_gen =    100, tg =   7.18 t/s, tg_3s =   7.25 t/s
29.54.995.691 I slot print_timing: id  7 | task 9474 | n_gen =    100, tg =   7.18 t/s, tg_3s =   7.25 t/s
29.55.655.035 I slot print_timing: id 10 | task 9481 | n_gen =    100, tg =   7.45 t/s, tg_3s =   7.53 t/s
29.55.758.572 I slot print_timing: id  6 | task 9386 | n_gen =    191, tg =   7.26 t/s, tg_3s =   7.32 t/s
29.56.192.604 I slot print_timing: id  3 | task 9348 | n_gen =    231, tg =   7.28 t/s, tg_3s =   8.12 t/s
29.56.633.129 I slot print_timing: id  0 | task 9461 | n_gen =    126, tg =   7.07 t/s, tg_3s =   8.63 t/s
29.56.965.725 I slot print_timing: id  4 | task 9440 | n_gen =    149, tg =   7.15 t/s, tg_3s =   8.79 t/s
29.57.077.573 I slot print_timing: id 11 | task 9374 | n_gen =    214, tg =   7.30 t/s, tg_3s =   8.80 t/s
29.57.618.592 I slot print_timing: id  1 | task 9500 | n_gen =    100, tg =   7.76 t/s, tg_3s =   7.84 t/s
29.58.061.187 I slot print_timing: id  2 | task 9473 | n_gen =    128, tg =   7.53 t/s, tg_3s =   9.13 t/s
29.58.062.184 I slot print_timing: id  7 | task 9474 | n_gen =    128, tg =   7.53 t/s, tg_3s =   9.13 t/s
29.58.062.591 I slot print_timing: id  9 | task 9505 | n_gen =    100, tg =   8.01 t/s, tg_3s =   8.09 t/s
29.58.721.362 I slot print_timing: id 10 | task 9481 | n_gen =    128, tg =   7.77 t/s, tg_3s =   9.13 t/s
29.58.864.781 I slot print_timing: id  6 | task 9386 | n_gen =    219, tg =   7.45 t/s, tg_3s =   9.01 t/s
29.59.003.130 I slot print_timing: id  3 | task 9348 | prompt eval time =     562.29 ms /    39 tokens (   14.42 ms per token,    69.36 tokens per second)
29.59.003.135 I slot print_timing: id  3 | task 9348 |        eval time =   34405.68 ms /   256 tokens (  134.92 ms per token,     7.41 tokens per second)
29.59.003.136 I slot print_timing: id  3 | task 9348 |       total time =   34967.97 ms /   295 tokens
29.59.003.136 I slot print_timing: id  3 | task 9348 |    graphs reused =       7918
29.59.003.171 I slot      release: id  3 | task 9348 | stop processing: n_tokens = 294, truncated = 0
29.59.182.144 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.167 (> 0.100 thold), f_keep = 0.010
29.59.182.192 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.445 MiB)
29.59.264.619 I slot launch_slot_: id  3 | task 9618 | processing task, is_child = 0
29.59.736.148 I slot print_timing: id  0 | task 9461 | n_gen =    150, tg =   7.17 t/s, tg_3s =   7.73 t/s
30.00.026.518 I slot print_timing: id  4 | task 9440 | n_gen =    172, tg =   7.20 t/s, tg_3s =   7.51 t/s
30.00.165.414 I slot print_timing: id 11 | task 9374 | n_gen =    237, tg =   7.31 t/s, tg_3s =   7.45 t/s
30.00.708.372 I slot print_timing: id  1 | task 9500 | n_gen =    123, tg =   7.70 t/s, tg_3s =   7.44 t/s
30.01.110.164 I slot print_timing: id  2 | task 9473 | n_gen =    150, tg =   7.48 t/s, tg_3s =   7.22 t/s
30.01.111.205 I slot print_timing: id  7 | task 9474 | n_gen =    150, tg =   7.48 t/s, tg_3s =   7.22 t/s
30.01.111.604 I slot print_timing: id  9 | task 9505 | n_gen =    122, tg =   7.86 t/s, tg_3s =   7.22 t/s
30.01.788.139 I slot print_timing: id 10 | task 9481 | n_gen =    150, tg =   7.67 t/s, tg_3s =   7.17 t/s
30.01.919.253 I slot print_timing: id  6 | task 9386 | n_gen =    241, tg =   7.42 t/s, tg_3s =   7.20 t/s
30.02.434.319 I slot print_timing: id 11 | task 9374 | prompt eval time =     462.57 ms /    33 tokens (   14.02 ms per token,    71.34 tokens per second)
30.02.434.323 I slot print_timing: id 11 | task 9374 |        eval time =   34553.66 ms /   256 tokens (  135.50 ms per token,     7.38 tokens per second)
30.02.434.324 I slot print_timing: id 11 | task 9374 |       total time =   35016.23 ms /   289 tokens
30.02.434.324 I slot print_timing: id 11 | task 9374 |    graphs reused =       7939
30.02.434.354 I slot      release: id 11 | task 9374 | stop processing: n_tokens = 288, truncated = 0
30.02.545.033 I slot get_availabl: id 11 | task -1 | selected slot by LCP similarity, f_sim_best = 0.115 (> 0.100 thold), f_keep = 0.010
30.02.545.080 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.570 MiB)
30.02.630.951 I slot launch_slot_: id 11 | task 9644 | processing task, is_child = 0
30.02.822.653 I slot print_timing: id  0 | task 9461 | n_gen =    174, tg =   7.25 t/s, tg_3s =   7.78 t/s
30.03.064.107 I slot print_timing: id  4 | task 9440 | n_gen =    195, tg =   7.24 t/s, tg_3s =   7.57 t/s
30.03.570.642 I slot print_timing: id  5 | task 9546 | n_gen =    100, tg =   7.78 t/s, tg_3s =   7.86 t/s
30.03.781.417 I slot print_timing: id  1 | task 9500 | n_gen =    146, tg =   7.67 t/s, tg_3s =   7.48 t/s
30.04.027.465 I slot print_timing: id  6 | task 9386 | prompt eval time =     503.27 ms /    24 tokens (   20.97 ms per token,    47.69 tokens per second)
30.04.027.470 I slot print_timing: id  6 | task 9386 |        eval time =   34440.39 ms /   256 tokens (  135.06 ms per token,     7.40 tokens per second)
30.04.027.470 I slot print_timing: id  6 | task 9386 |       total time =   34943.66 ms /   280 tokens
30.04.027.471 I slot print_timing: id  6 | task 9386 |    graphs reused =       7946
30.04.027.512 I slot      release: id  6 | task 9386 | stop processing: n_tokens = 279, truncated = 0
30.04.205.146 I slot print_timing: id  2 | task 9473 | n_gen =    173, tg =   7.48 t/s, tg_3s =   7.43 t/s
30.04.205.998 I slot print_timing: id  7 | task 9474 | n_gen =    173, tg =   7.48 t/s, tg_3s =   7.43 t/s
30.04.206.393 I slot print_timing: id  9 | task 9505 | n_gen =    145, tg =   7.78 t/s, tg_3s =   7.43 t/s
30.04.206.804 I slot get_availabl: id  6 | task -1 | selected slot by LCP similarity, f_sim_best = 0.120 (> 0.100 thold), f_keep = 0.011
30.04.206.848 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 316.258 MiB)
30.04.281.193 I slot launch_slot_: id  6 | task 9656 | processing task, is_child = 0
30.04.869.146 I slot print_timing: id 10 | task 9481 | n_gen =    170, tg =   7.51 t/s, tg_3s =   6.49 t/s
30.05.844.574 I slot print_timing: id  0 | task 9461 | n_gen =    195, tg =   7.21 t/s, tg_3s =   6.95 t/s
30.06.075.057 I slot print_timing: id  4 | task 9440 | n_gen =    217, tg =   7.25 t/s, tg_3s =   7.31 t/s
30.06.075.905 I slot print_timing: id  8 | task 9565 | n_gen =    100, tg =   7.78 t/s, tg_3s =   7.86 t/s
30.06.603.307 I slot print_timing: id  5 | task 9546 | n_gen =    122, tg =   7.68 t/s, tg_3s =   7.25 t/s
30.06.818.421 I slot print_timing: id  1 | task 9500 | n_gen =    168, tg =   7.61 t/s, tg_3s =   7.24 t/s
30.07.319.828 I slot print_timing: id  2 | task 9473 | n_gen =    196, tg =   7.47 t/s, tg_3s =   7.38 t/s
30.07.320.920 I slot print_timing: id  7 | task 9474 | n_gen =    196, tg =   7.47 t/s, tg_3s =   7.38 t/s
30.07.321.330 I slot print_timing: id  9 | task 9505 | n_gen =    168, tg =   7.73 t/s, tg_3s =   7.38 t/s
30.07.906.107 I slot print_timing: id 10 | task 9481 | n_gen =    195, tg =   7.60 t/s, tg_3s =   8.23 t/s
30.08.871.733 I slot print_timing: id  0 | task 9461 | n_gen =    220, tg =   7.32 t/s, tg_3s =   8.26 t/s
30.09.092.125 I slot print_timing: id  4 | task 9440 | n_gen =    242, tg =   7.34 t/s, tg_3s =   8.29 t/s
30.09.092.975 I slot print_timing: id  8 | task 9565 | n_gen =    125, tg =   7.88 t/s, tg_3s =   8.29 t/s
30.09.631.877 I slot print_timing: id  5 | task 9546 | n_gen =    147, tg =   7.77 t/s, tg_3s =   8.25 t/s
30.09.848.779 I slot print_timing: id  1 | task 9500 | n_gen =    193, tg =   7.69 t/s, tg_3s =   8.25 t/s
30.10.450.019 I slot print_timing: id  2 | task 9473 | n_gen =    222, tg =   7.56 t/s, tg_3s =   8.31 t/s
30.10.451.018 I slot print_timing: id  7 | task 9474 | n_gen =    222, tg =   7.56 t/s, tg_3s =   8.31 t/s
30.10.451.410 I slot print_timing: id  9 | task 9505 | n_gen =    194, tg =   7.80 t/s, tg_3s =   8.31 t/s
30.10.817.174 I slot print_timing: id  4 | task 9440 | prompt eval time =     576.70 ms /    55 tokens (   10.49 ms per token,    95.37 tokens per second)
30.10.817.179 I slot print_timing: id  4 | task 9440 |        eval time =   34540.79 ms /   256 tokens (  135.45 ms per token,     7.38 tokens per second)
30.10.817.179 I slot print_timing: id  4 | task 9440 |       total time =   35117.49 ms /   311 tokens
30.10.817.180 I slot print_timing: id  4 | task 9440 |    graphs reused =       7995
30.10.817.215 I slot      release: id  4 | task 9440 | stop processing: n_tokens = 310, truncated = 0
30.10.964.281 I slot print_timing: id 10 | task 9481 | n_gen =    220, tg =   7.66 t/s, tg_3s =   8.17 t/s
30.10.964.496 I slot get_availabl: id  4 | task -1 | selected slot by LCP similarity, f_sim_best = 0.261 (> 0.100 thold), f_keep = 0.019
30.10.964.542 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 318.509 MiB)
30.11.056.580 I slot launch_slot_: id  4 | task 9710 | processing task, is_child = 0
30.11.944.838 I slot print_timing: id  0 | task 9461 | n_gen =    242, tg =   7.30 t/s, tg_3s =   7.16 t/s
30.12.163.981 I slot print_timing: id  8 | task 9565 | n_gen =    147, tg =   7.76 t/s, tg_3s =   7.16 t/s
30.12.692.149 I slot print_timing: id  5 | task 9546 | n_gen =    169, tg =   7.69 t/s, tg_3s =   7.19 t/s
30.12.805.957 I slot print_timing: id  3 | task 9618 | n_gen =    100, tg =   7.58 t/s, tg_3s =   7.65 t/s
30.12.918.169 I slot print_timing: id  1 | task 9500 | n_gen =    215, tg =   7.63 t/s, tg_3s =   7.17 t/s
30.13.507.238 I slot print_timing: id  2 | task 9473 | n_gen =    244, tg =   7.52 t/s, tg_3s =   7.20 t/s
30.13.508.238 I slot print_timing: id  7 | task 9474 | n_gen =    244, tg =   7.52 t/s, tg_3s =   7.20 t/s
30.13.508.645 I slot print_timing: id  9 | task 9505 | n_gen =    216, tg =   7.73 t/s, tg_3s =   7.20 t/s
30.13.646.826 I slot print_timing: id  0 | task 9461 | prompt eval time =     408.10 ms /    24 tokens (   17.00 ms per token,    58.81 tokens per second)
30.13.646.830 I slot print_timing: id  0 | task 9461 |        eval time =   34694.28 ms /   256 tokens (  136.06 ms per token,     7.35 tokens per second)
30.13.646.830 I slot print_timing: id  0 | task 9461 |       total time =   35102.38 ms /   280 tokens
30.13.646.831 I slot print_timing: id  0 | task 9461 |    graphs reused =       8011
30.13.646.862 I slot      release: id  0 | task 9461 | stop processing: n_tokens = 279, truncated = 0
30.13.649.122 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.115 (> 0.100 thold), f_keep = 0.011
30.13.649.169 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 315.007 MiB)
30.13.742.108 I slot launch_slot_: id  0 | task 9730 | processing task, is_child = 0
30.14.132.769 I slot print_timing: id 10 | task 9481 | n_gen =    241, tg =   7.56 t/s, tg_3s =   6.63 t/s
30.15.223.998 I slot print_timing: id  2 | task 9473 | prompt eval time =     888.21 ms /   126 tokens (    7.05 ms per token,   141.86 tokens per second)
